record_id,manual_id,section_id,section_number,section_title,section_type,change_type,original_text,revised_text,issue_tags,reviewer_summary,label
REV-FAM802-020,FAM-8.02,FAM802-SEC-4.0,4.1,External Provider Evaluation,Responsibility,reordered,"The Purchaser or End-User evaluates accredited external providers by accomplishing the External Provider Performance Evaluation Form and forwards results to the Supply and Property Officer for review and approval. The Supply and Property Officer reviews and approves the form and forwards it to the Purchaser. The Purchaser or Supply and Property Officer summarizes the evaluation results, prepares the External Providers Performance Report, and updates the List of Accredited External Providers if needed.",1. The Purchaser shall update the List of Accredited External Providers. 2. The Purchaser shall prepare the External Providers Performance Report. 3. The Supply and Property Officer shall approve the External Provider Performance Evaluation Form. 4. The Purchaser or End-User shall complete the External Provider Performance Evaluation Form.,illogical_sequence|missing_record_or_evidence|missing_responsibility,"The revision updates the accredited-provider list and prepares the report before the evaluation is completed, reviewed, and approved. It also removes the required forwarding of results for review.",Needs Revision
REV-FAM802-021,FAM-8.02,FAM802-SEC-4.0,4.1,External Provider Evaluation,Responsibility,removed,"The Purchaser or End-User evaluates accredited external providers by accomplishing the External Provider Performance Evaluation Form and forwards results to the Supply and Property Officer for review and approval. The Supply and Property Officer reviews and approves the form and forwards it to the Purchaser. The Purchaser or Supply and Property Officer summarizes the evaluation results, prepares the External Providers Performance Report, and updates the List of Accredited External Providers if needed.",The Supply and Property Officer shall evaluate providers and update the list.,missing_responsibility|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision removes the Purchaser or End-User role, the External Provider Performance Evaluation Form, review and approval separation, evaluation report, and conditions for updating the accredited-provider list.",Needs Revision
REV-FAM802-022,FAM-8.02,FAM802-SEC-4.0,4.1,External Provider Evaluation,Responsibility,added,"The Purchaser or End-User evaluates accredited external providers by accomplishing the External Provider Performance Evaluation Form and forwards results to the Supply and Property Officer for review and approval. The Supply and Property Officer reviews and approves the form and forwards it to the Purchaser. The Purchaser or Supply and Property Officer summarizes the evaluation results, prepares the External Providers Performance Report, and updates the List of Accredited External Providers if needed.","The Purchaser or End-User evaluates accredited external providers by accomplishing the External Provider Performance Evaluation Form and forwards results to the Supply and Property Officer for review and approval. The Supply and Property Officer reviews and approves the form and forwards it to the Purchaser. The Purchaser or Supply and Property Officer summarizes the evaluation results, prepares the External Providers Performance Report, and updates the List of Accredited External Providers if needed. The approved evaluation form, report, and updated provider-list record shall be retained according to the applicable records-control procedure.",,The added requirement is relevant to the existing evaluation workflow and strengthens traceability of approved evaluation and provider-list decisions.,Appropriate
REV-FAM802-023,FAM-8.02,FAM802-SEC-4.0,4.1,External Provider Evaluation,Responsibility,modified,"The Purchaser or End-User evaluates accredited external providers by accomplishing the External Provider Performance Evaluation Form and forwards results to the Supply and Property Officer for review and approval. The Supply and Property Officer reviews and approves the form and forwards it to the Purchaser. The Purchaser or Supply and Property Officer summarizes the evaluation results, prepares the External Providers Performance Report, and updates the List of Accredited External Providers if needed.","External providers shall be evaluated, and the results shall be handled by the procurement office.",ambiguous_language|missing_responsibility|missing_record_or_evidence|insufficient_detail,"The revision does not identify the evaluation form, Purchaser or End-User, Supply and Property Officer review and approval, performance report, or the basis for updating the accredited-provider list.",Needs Revision
REV-FAM802-024,FAM-8.02,FAM802-SEC-5.0,5.1,List of Forms,Responsibility,modified,5.1 External Provider Performance Evaluation Form.,5.1 External Provider Performance Evaluation Form. The Purchaser or End-User shall use the current approved version of the form for each accredited-provider evaluation and retain the completed form with the approved evaluation record.,,The revision preserves the required form and appropriately clarifies use of the current approved version and retention of the completed evaluation record.,Appropriate
REV-FAM802-025,FAM-8.02,FAM802-SEC-5.0,5.1,List of Forms,Responsibility,removed,5.1 External Provider Performance Evaluation Form.,Use an evaluation form when needed.,ambiguous_language|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision does not identify the required External Provider Performance Evaluation Form, who uses it, or how the completed evaluation record is controlled.",Needs Revision
REV-HRM401-001,HRM-4.01,HRM401-SEC-1.0,1.1-1.3,Objectives,Working Instruction,modified,"1.1 To establish a comprehensive recruitment, selection and placement of personnel for the University. 1.2 To hire and deploy competent personnel who meet the qualification standards of positions, perform duties and responsibilities, and satisfy manpower requirements. 1.3 To adhere to principles of merit and fitness in selection, placement, and promotion without discrimination based on gender, disability, religion, or ethnicity.","1.1 To establish a comprehensive and documented process for recruitment, selection, placement, and promotion of University personnel. 1.2 To hire and deploy competent personnel who meet position qualification standards and the University's manpower requirements. 1.3 To uphold merit, fitness, equality, and non-discrimination in personnel selection, placement, and promotion.",,"The revision preserves the core objectives and improves clarity by organizing the process, competency, manpower, merit, and equality requirements.",Appropriate
REV-HRM401-002,HRM-4.01,HRM401-SEC-1.0,1.4,Objectives,Working Instruction,added,"1.1 To establish a comprehensive recruitment, selection and placement of personnel for the University. 1.2 To hire and deploy competent personnel who meet the qualification standards of positions, perform duties and responsibilities, and satisfy manpower requirements. 1.3 To adhere to principles of merit and fitness in selection, placement, and promotion without discrimination based on gender, disability, religion, or ethnicity.","1.1 To establish a comprehensive recruitment, selection and placement of personnel for the University. 1.2 To hire and deploy competent personnel who meet the qualification standards of positions, perform duties and responsibilities, and satisfy manpower requirements. 1.3 To adhere to principles of merit and fitness in selection, placement, and promotion without discrimination based on gender, disability, religion, or ethnicity. 1.4 To maintain transparent and traceable recruitment and selection records for review and accountability.",,The added objective supports the existing recruitment and selection purpose by adding a relevant accountability and records-management outcome.,Appropriate
REV-HRM401-003,HRM-4.01,HRM401-SEC-1.0,1.1-1.3,Objectives,Working Instruction,removed,"1.1 To establish a comprehensive recruitment, selection and placement of personnel for the University. 1.2 To hire and deploy competent personnel who meet the qualification standards of positions, perform duties and responsibilities, and satisfy manpower requirements. 1.3 To adhere to principles of merit and fitness in selection, placement, and promotion without discrimination based on gender, disability, religion, or ethnicity.",1.1 To hire employees for the University.,ambiguous_language|insufficient_detail|unclear_scope,"The revision removes the objectives concerning structured recruitment, qualification standards, placement, promotion, merit, fitness, and equal opportunity.",Needs Revision
REV-HRM401-004,HRM-4.01,HRM401-SEC-2.0,2.1,Scope,Responsibility,modified,"This procedure defines the actions and responsibilities of the Human Resource Management Office in recruitment, selection, placement and promotion of personnel. It covers receiving applications, conducting the selection process and interviews, records or background investigation, and deployment of the successful applicant.","This procedure defines the Human Resource Management Office responsibilities for recruitment, selection, placement, promotion, and deployment of personnel. It covers job vacancy publication, receipt and evaluation of applications, qualification and background review, interviews and deliberation, appointment approval, release of appointment papers, and orientation of successful applicants.",,The revision retains the HRMO responsibility and expands the scope description to clearly reflect the major activities contained in the procedure.,Appropriate
REV-HRM401-005,HRM-4.01,HRM401-SEC-2.0,2.1,Scope,Responsibility,modified,"This procedure defines the actions and responsibilities of the Human Resource Management Office in recruitment, selection, placement and promotion of personnel. It covers receiving applications, conducting the selection process and interviews, records or background investigation, and deployment of the successful applicant.",This procedure applies to all matters involving University employees.,unclear_scope|insufficient_detail,"The revision is overly broad and no longer identifies the HRMO, recruitment, selection, placement, promotion, or the covered process activities.",Needs Revision
REV-HRM401-006,HRM-4.01,HRM401-SEC-3.0,3.1,Policies,Policy,modified,Records that may contain personal information shall be handled in accordance with Republic Act 10173 or the Data Privacy Act of 2012.,"Recruitment and personnel records containing personal information shall be accessed, stored, disclosed, and retained only in accordance with applicable data-privacy requirements and authorized University procedures.",,The revision preserves the privacy requirement and clarifies the personnel-record activities that must be controlled.,Appropriate
REV-HRM401-007,HRM-4.01,HRM401-SEC-3.0,3.1,Policies,Policy,modified,Records that may contain personal information shall be handled in accordance with Republic Act 10173 or the Data Privacy Act of 2012.,Applicant records may be shared with offices that request them.,possible_contradiction|missing_approval_step|missing_traceability|insufficient_detail,"The revision removes data-privacy restrictions and does not define authorized access, lawful purpose, or controls for sharing applicant records.",Needs Revision
REV-HRM401-008,HRM-4.01,HRM401-SEC-3.0,3.2.1-3.2.2,Policies,Policy,modified,Recruitment shall follow Civil Service Commission laws and rules stating that government employment opportunities are open to all qualified citizens and that positive efforts shall attract the best qualified applicants. Employees shall be selected based on fitness to perform the duties and responsibilities of the position.,"Recruitment shall provide qualified citizens equal opportunity to apply for government employment, and the HRMO shall use reasonable publication methods to attract qualified applicants. Selection shall be based on an applicant's demonstrated fitness, qualifications, and ability to perform the duties and responsibilities of the position.",,"The revision retains open opportunity, outreach to qualified applicants, and fitness-based selection while clarifying the HRMO's role.",Appropriate
REV-HRM401-009,HRM-4.01,HRM401-SEC-3.0,3.2.1-3.2.2,Policies,Policy,removed,Recruitment shall follow Civil Service Commission laws and rules stating that government employment opportunities are open to all qualified citizens and that positive efforts shall attract the best qualified applicants. Employees shall be selected based on fitness to perform the duties and responsibilities of the position.,The HRMO may select applicants based on office preference.,possible_contradiction|missing_responsibility|insufficient_detail,The revision removes the open-opportunity and fitness-based requirements and introduces an undefined preference that could undermine merit-based recruitment.,Needs Revision
REV-HRM401-010,HRM-4.01,HRM401-SEC-3.0,3.3.1-3.3.3,Policies,Policy,modified,"Selected applicants shall meet the minimum requirements of the position, and selection shall adhere to merit, fitness, and equality. Employee selection shall be based on relative qualifications and competence to perform position duties and responsibilities. There shall be equal employment opportunity and no discrimination based on gender, civil status, disability, religion, ethnicity, or political affiliation.","Applicants selected for a position shall meet the applicable minimum qualification requirements. The selection process shall assess relative qualifications, competence, merit, and fitness to perform the duties and responsibilities of the position. Equal employment opportunity shall be observed, and selection decisions shall not discriminate based on gender, civil status, disability, religion, ethnicity, or political affiliation.",,"The revision preserves qualification, merit, fitness, competence, and non-discrimination requirements while presenting the selection criteria in a clear sequence.",Appropriate
REV-HRM401-011,HRM-4.01,HRM401-SEC-3.0,3.3.1-3.3.3,Policies,Policy,modified,"Selected applicants shall meet the minimum requirements of the position, and selection shall adhere to merit, fitness, and equality. Employee selection shall be based on relative qualifications and competence to perform position duties and responsibilities. There shall be equal employment opportunity and no discrimination based on gender, civil status, disability, religion, ethnicity, or political affiliation.",The most preferred applicant shall be selected even if minimum requirements are not met.,possible_contradiction|missing_approval_step|missing_traceability|insufficient_detail,"The revision contradicts the minimum qualification, merit, fitness, competence, and equal-opportunity requirements of the selection policy.",Needs Revision
REV-HRM401-012,HRM-4.01,HRM401-SEC-3.0,3.4.1-3.4.3,Policies,Policy,reordered,"No employee shall assume position duties without receiving a copy of the appointment from the HRMO after it is signed by the University President. New recruits shall receive orientation on University policies, procedures, rules, and laws. New members shall be provided appropriate tools and training for effective and efficient service.","New recruits shall receive orientation on University policies, procedures, rules, and applicable laws, as well as appropriate tools and training for effective service. An employee shall assume the duties of the position only after the University President has signed the appointment and the HRMO has furnished the employee with a copy.",,"The revision reorders orientation and appointment statements but preserves the signed-appointment prerequisite, orientation, tools, and training requirements.",Appropriate
REV-HRM401-013,HRM-4.01,HRM401-SEC-3.0,3.4.1-3.4.3,Policies,Policy,removed,"No employee shall assume position duties without receiving a copy of the appointment from the HRMO after it is signed by the University President. New recruits shall receive orientation on University policies, procedures, rules, and laws. New members shall be provided appropriate tools and training for effective and efficient service.",New employees may report for duty immediately and receive documents later.,possible_contradiction|missing_approval_step|missing_record_or_evidence|insufficient_detail,"The revision removes the signed appointment and HRMO-issued appointment copy requirement before duty assumption, as well as orientation, tools, and training requirements.",Needs Revision
REV-HRM401-014,HRM-4.01,HRM401-SEC-3.0,3.5.1-3.5.2,Policies,Policy,modified,"The appointing authority may promote a next-in-rank employee with superior qualifications and competence compared with another next-in-rank employee who only meets minimum requirements. Promotion factors for non-teaching staff include educational qualifications, competence, personality traits and potential, relevant experience, relevant trainings, and special skills.","Promotion decisions may consider a next-in-rank employee's superior qualifications and competence in relation to the requirements of the position. For non-teaching staff, the evaluation shall consider educational qualifications, competence, personality traits and potential, relevant experience, relevant training, and special skills, with the basis for the recommendation documented.",,The revision retains the policy basis and identified promotion factors while adding documentation of the recommendation basis.,Appropriate
REV-HRM401-015,HRM-4.01,HRM401-SEC-3.0,3.5.1-3.5.2,Policies,Policy,modified,"The appointing authority may promote a next-in-rank employee with superior qualifications and competence compared with another next-in-rank employee who only meets minimum requirements. Promotion factors for non-teaching staff include educational qualifications, competence, personality traits and potential, relevant experience, relevant trainings, and special skills.",Employees shall be promoted based only on length of service.,possible_contradiction|missing_traceability|insufficient_detail,"The revision removes the superior qualifications, competence, and multiple promotion factors required for non-teaching staff and substitutes a single unsupported criterion.",Needs Revision
REV-HRM401-016,HRM-4.01,HRM401-SEC-4.0,4.1,Recruitment Selection Placement and Promotion,Responsibility,modified,"The Director of HRM publishes job vacancies, receives applications and documentary requirements, evaluates applicants and next-in-rank candidates, establishes qualification standards, prepares shortlisted candidates, and prepares background-review and assessment documents. The PSB or FSB conducts interviews, teaching demonstrations when applicable, verifies qualifications and fitness, schedules deliberation, and prepares deliberation results. The Director of HRM facilitates signing and submits recommendation results to the University President. The Director prepares appointment papers, submits them for signature, releases the approved appointment, introduces the new employee to the unit, and conducts orientation. The successful applicant receives the appointment and reports for duty.","1. The Director of HRM shall publish job vacancy announcements through approved communication channels and receive applications with documentary requirements. 2. The Director of HRM shall evaluate applications, establish applicable qualification standards, prepare shortlisted candidates, and complete background and records review documentation. 3. The PSB or FSB shall conduct interviews, teaching demonstrations when applicable, qualification and fitness verification, and deliberation, and shall prepare documented deliberation results. 4. The Director of HRM shall facilitate required signatures and submit recommendation results to the University President. 5. After approval, the Director of HRM shall prepare and release appointment papers, introduce the newly hired employee to the assigned unit, and conduct orientation. 6. The successful applicant shall receive the appointment before reporting for duty.",,"The revision retains the recruitment, selection, recommendation, approval, appointment, deployment, and orientation sequence while making roles and prerequisites clearer.",Appropriate
REV-HRM401-017,HRM-4.01,HRM401-SEC-4.0,4.1,Recruitment Selection Placement and Promotion,Responsibility,reordered,"The Director of HRM publishes job vacancies, receives applications and documentary requirements, evaluates applicants and next-in-rank candidates, establishes qualification standards, prepares shortlisted candidates, and prepares background-review and assessment documents. The PSB or FSB conducts interviews, teaching demonstrations when applicable, verifies qualifications and fitness, schedules deliberation, and prepares deliberation results. The Director of HRM facilitates signing and submits recommendation results to the University President. The Director prepares appointment papers, submits them for signature, releases the approved appointment, introduces the new employee to the unit, and conducts orientation. The successful applicant receives the appointment and reports for duty.",1. The successful applicant shall report for duty. 2. The Director of HRM shall release the appointment. 3. The University President shall approve the appointment. 4. The PSB or FSB shall conduct the interview and deliberation. 5. The Director of HRM shall publish the vacancy and receive applications.,illogical_sequence|missing_record_or_evidence|missing_approval_step|missing_responsibility,"The revision places reporting for duty and release of appointment before recruitment, selection, deliberation, approval, and appointment preparation, breaking the required process sequence.",Needs Revision
REV-HRM401-018,HRM-4.01,HRM401-SEC-4.0,4.1,Recruitment Selection Placement and Promotion,Responsibility,removed,"The Director of HRM publishes job vacancies, receives applications and documentary requirements, evaluates applicants and next-in-rank candidates, establishes qualification standards, prepares shortlisted candidates, and prepares background-review and assessment documents. The PSB or FSB conducts interviews, teaching demonstrations when applicable, verifies qualifications and fitness, schedules deliberation, and prepares deliberation results. The Director of HRM facilitates signing and submits recommendation results to the University President. The Director prepares appointment papers, submits them for signature, releases the approved appointment, introduces the new employee to the unit, and conducts orientation. The successful applicant receives the appointment and reports for duty.",The HRM Office selects an applicant and assigns the applicant to a unit.,ambiguous_language|missing_responsibility|missing_record_or_evidence|missing_approval_step|insufficient_detail,"The revision removes vacancy publication, application requirements, qualification evaluation, board interview and deliberation, recommendation, President approval, appointment documentation, and orientation.",Needs Revision
REV-HRM401-019,HRM-4.01,HRM401-SEC-4.0,4.2,Reclassification,Responsibility,modified,"Faculty prepares supporting documents for QCE and submits them for preliminary evaluation. The College QCE Committee checks document order and compliance. The College Dean submits documents to the Institutional QCE Team or Committee. The Institutional QCE Team checks certified copies, relevance, evaluation period, and validity of documents; assigns credits; calculates total points; and certifies the evaluation. The University President endorses results to the Regional QCE Team, which reviews and approves results, conducts certification review, and endorses to the Zonal Computer Center. The Zonal Computer Center prepares print-outs and provides copies to the University.","1. Faculty shall prepare supporting documents for QCE. 2. The College QCE Committee shall conduct preliminary review for completeness and compliance. 3. The College Dean shall submit the reviewed documents to the Institutional QCE Team or Committee. 4. The Institutional QCE Team or Committee shall verify certified true copies, relevance, evaluation period, and document validity; assign credits; calculate total points; and certify the evaluation. 5. The University President shall endorse the certified QCE results to the Regional QCE Team. 6. The Regional QCE Team shall review and approve the results, conduct certification review, and endorse the approved result to the Zonal Computer Center. 7. The Zonal Computer Center shall prepare and furnish the required print-outs to the University.",,"The revision retains the faculty, committee, dean, President, regional team, and computer-center roles while organizing the QCE review and endorsement sequence.",Appropriate
REV-HRM401-020,HRM-4.01,HRM401-SEC-4.0,4.2,Reclassification,Responsibility,reordered,"Faculty prepares supporting documents for QCE and submits them for preliminary evaluation. The College QCE Committee checks document order and compliance. The College Dean submits documents to the Institutional QCE Team or Committee. The Institutional QCE Team checks certified copies, relevance, evaluation period, and validity of documents; assigns credits; calculates total points; and certifies the evaluation. The University President endorses results to the Regional QCE Team, which reviews and approves results, conducts certification review, and endorses to the Zonal Computer Center. The Zonal Computer Center prepares print-outs and provides copies to the University.",1. The Zonal Computer Center shall prepare print-outs. 2. The Regional QCE Team shall approve the QCE results. 3. Faculty shall prepare supporting documents. 4. The Institutional QCE Team shall calculate points. 5. The College QCE Committee shall conduct preliminary evaluation.,illogical_sequence|missing_record_or_evidence|missing_responsibility,"The revision prepares print-outs and approves results before supporting documents are reviewed, validated, certified, and endorsed through the required QCE process.",Needs Revision
REV-HRM401-021,HRM-4.01,HRM401-SEC-4.0,4.2,Reclassification,Responsibility,removed,"Faculty prepares supporting documents for QCE and submits them for preliminary evaluation. The College QCE Committee checks document order and compliance. The College Dean submits documents to the Institutional QCE Team or Committee. The Institutional QCE Team checks certified copies, relevance, evaluation period, and validity of documents; assigns credits; calculates total points; and certifies the evaluation. The University President endorses results to the Regional QCE Team, which reviews and approves results, conducts certification review, and endorses to the Zonal Computer Center. The Zonal Computer Center prepares print-outs and provides copies to the University.",Faculty members submit QCE documents for approval.,ambiguous_language|missing_responsibility|missing_record_or_evidence|insufficient_detail,"The revision removes preliminary evaluation, certified-copy and validity checks, credit assignment, point calculation, certification, endorsements, regional approval, and print-out generation.",Needs Revision
REV-HRM401-022,HRM-4.01,HRM401-SEC-4.0,4.1,Recruitment Selection Placement and Promotion,Responsibility,added,"The Director of HRM publishes job vacancies, receives applications and documentary requirements, evaluates applicants and next-in-rank candidates, establishes qualification standards, prepares shortlisted candidates, and prepares background-review and assessment documents. The PSB or FSB conducts interviews, teaching demonstrations when applicable, verifies qualifications and fitness, schedules deliberation, and prepares deliberation results. The Director of HRM facilitates signing and submits recommendation results to the University President. The Director prepares appointment papers, submits them for signature, releases the approved appointment, introduces the new employee to the unit, and conducts orientation. The successful applicant receives the appointment and reports for duty.","The Director of HRM publishes job vacancies, receives applications and documentary requirements, evaluates applicants and next-in-rank candidates, establishes qualification standards, prepares shortlisted candidates, and prepares background-review and assessment documents. The PSB or FSB conducts interviews, teaching demonstrations when applicable, verifies qualifications and fitness, schedules deliberation, and prepares deliberation results. The Director of HRM facilitates signing and submits recommendation results to the University President. The Director prepares appointment papers, submits them for signature, releases the approved appointment, introduces the new employee to the unit, and conducts orientation. The successful applicant receives the appointment and reports for duty. The HRMO shall retain the vacancy announcement, application evaluation, deliberation result, recommendation, appointment, and orientation records according to the applicable records-control procedure.",,The added record-retention requirement is relevant to the recruitment workflow and strengthens traceability of key selection and placement decisions.,Appropriate
REV-HRM401-023,HRM-4.01,HRM401-SEC-5.0,5.1-5.4,List of Forms,Responsibility,modified,5.1 Interview Rating Sheet. 5.2 Applicants Demonstration Form. 5.3 Summary of Ratings. 5.4 CSC Form 33-B Revised 2018.,"The following controlled forms shall be used, as applicable, in recruitment and selection activities: 5.1 Interview Rating Sheet; 5.2 Applicants Demonstration Form; 5.3 Summary of Ratings; and 5.4 CSC Form 33-B Revised 2018. The responsible HRMO personnel shall use current approved versions and retain completed forms with the corresponding selection records.",,The revision preserves the forms list and appropriately clarifies the use of current controlled versions and retention with selection records.,Appropriate
REV-HRM401-024,HRM-4.01,HRM401-SEC-5.0,5.1-5.4,List of Forms,Responsibility,removed,5.1 Interview Rating Sheet. 5.2 Applicants Demonstration Form. 5.3 Summary of Ratings. 5.4 CSC Form 33-B Revised 2018.,Use the necessary recruitment forms.,ambiguous_language|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision does not identify the required forms or explain which forms support interviews, demonstrations, ratings, and Civil Service selection documentation.",Needs Revision
REV-HRM401-025,HRM-4.01,HRM401-SEC-3.0,3.6,Policies,Policy,modified,Reclassification of faculty shall be based on National Budget Circular No. 461.,Faculty reclassification shall follow the applicable National Budget Circular and the documented QCE evaluation and certification process required by the University.,,The revision retains the National Budget Circular basis and connects reclassification to the documented QCE evaluation process described in the manual.,Appropriate
REV-HRM402-001,HRM-4.02,HRM402-SEC-1.0,1.1-1.6,Objectives,Working Instruction,modified,"The LNU Strategic Performance Management System aims to develop a performance-oriented culture among faculty and staff; align individual outputs with University MFOs, outcomes, and national priorities; cascade institutional accountabilities; link SPMS with HR systems for performance-based tenure, incentives, and rewards; improve performance efficiency and productivity; record attendance; and provide payroll data.","The LNU Strategic Performance Management System aims to build a performance-oriented culture by aligning institutional, office, and individual outputs with University strategic priorities and Major Final Outputs. It supports performance-based HR decisions, continuous improvement, attendance monitoring, and the availability of verified data for payroll processing.",,"The revision preserves the main SPMS purposes while organizing the objectives into a clear relationship between alignment, HR decisions, improvement, attendance, and payroll data.",Appropriate
REV-HRM402-002,HRM-4.02,HRM402-SEC-1.0,1.7,Objectives,Working Instruction,added,"The LNU Strategic Performance Management System aims to develop a performance-oriented culture among faculty and staff; align individual outputs with University MFOs, outcomes, and national priorities; cascade institutional accountabilities; link SPMS with HR systems for performance-based tenure, incentives, and rewards; improve performance efficiency and productivity; record attendance; and provide payroll data.","The LNU Strategic Performance Management System aims to develop a performance-oriented culture among faculty and staff; align individual outputs with University MFOs, outcomes, and national priorities; cascade institutional accountabilities; link SPMS with HR systems for performance-based tenure, incentives, and rewards; improve performance efficiency and productivity; record attendance; and provide payroll data. 1.7 To maintain documented and traceable performance commitments, assessments, approvals, and development interventions.",,The added objective is relevant to SPMS implementation and supports accountability through traceable performance records.,Appropriate
REV-HRM402-003,HRM-4.02,HRM402-SEC-1.0,1.1-1.6,Objectives,Working Instruction,removed,"The LNU Strategic Performance Management System aims to develop a performance-oriented culture among faculty and staff; align individual outputs with University MFOs, outcomes, and national priorities; cascade institutional accountabilities; link SPMS with HR systems for performance-based tenure, incentives, and rewards; improve performance efficiency and productivity; record attendance; and provide payroll data.",The SPMS shall evaluate employees.,ambiguous_language|insufficient_detail|unclear_scope,"The revision removes the objectives concerning strategic alignment, institutional accountability, HR-system linkage, performance improvement, attendance monitoring, and payroll data.",Needs Revision
REV-HRM402-004,HRM-4.02,HRM402-SEC-2.0,2.1,Scope,Procedure,modified,This procedure applies to the performance management of LNU employees in the career and non-career service.,"This procedure applies to the planning, commitment, monitoring, coaching, review, rating, rewarding, development planning, attendance recording, and performance-related documentation of LNU employees in the career and non-career service.",,The revision retains the employee coverage and clarifies the performance-management activities governed by the procedure.,Appropriate
REV-HRM402-005,HRM-4.02,HRM402-SEC-2.0,2.1,Scope,Procedure,modified,This procedure applies to the performance management of LNU employees in the career and non-career service.,This procedure applies to all University matters involving faculty and staff.,unclear_scope|insufficient_detail,The proposed scope is overly broad and no longer identifies performance management or the career and non-career employee groups covered by the procedure.,Needs Revision
REV-HRM402-006,HRM-4.02,HRM402-SEC-3.0,3.1-3.3,Policies,Responsibility,modified,"Records containing personal information shall be handled under the Data Privacy Act. The LNU SPMS follows applicable CSC guidelines. The system follows performance-based security of tenure, provides motivation and incentives for performers, and applies sanctions to non-performers.","SPMS records containing personal information shall be accessed, stored, disclosed, and retained only under applicable data-privacy requirements and authorized University procedures. The LNU SPMS shall be implemented in accordance with applicable CSC guidelines and shall support performance-based tenure, incentives, rewards, and appropriate action for non-performance.",,"The revision retains privacy, CSC-alignment, and performance-based tenure principles while clarifying document-control and implementation expectations.",Appropriate
REV-HRM402-007,HRM-4.02,HRM402-SEC-3.0,3.1-3.3,Policies,Responsibility,modified,"Records containing personal information shall be handled under the Data Privacy Act. The LNU SPMS follows applicable CSC guidelines. The system follows performance-based security of tenure, provides motivation and incentives for performers, and applies sanctions to non-performers.","SPMS records and ratings may be shared with any office, and employees may decide their own performance outcomes.",possible_contradiction|missing_approval_step|missing_traceability|insufficient_detail,"The revision removes privacy protection, CSC-guideline compliance, objective performance assessment, and the defined basis for performance-related tenure, incentives, or sanctions.",Needs Revision
REV-HRM402-008,HRM-4.02,HRM402-SEC-3.0,3.4-3.6,Policies,Responsibility,modified,"The LNU SPMS operates on shared commitments and objective measures of results. Performance targets and standards are planned and agreed upon by management, supervisors, and employees. The system enhances productivity through targets aligned to organizational goals and promotes transparency, appeals, and resolution of disagreements.","Performance targets and measures shall be planned and agreed upon by management, supervisors, and employees using objective measures aligned with organizational goals and mandate. The SPMS shall provide transparent performance information and a documented mechanism for appeals and resolution of performance-related disagreements.",,"The revision retains shared commitments, objective measures, organizational alignment, transparency, and appeals while making the documentation requirement explicit.",Appropriate
REV-HRM402-009,HRM-4.02,HRM402-SEC-3.0,3.4-3.6,Policies,Responsibility,removed,"The LNU SPMS operates on shared commitments and objective measures of results. Performance targets and standards are planned and agreed upon by management, supervisors, and employees. The system enhances productivity through targets aligned to organizational goals and promotes transparency, appeals, and resolution of disagreements.",Supervisors shall assign performance targets to employees.,missing_responsibility|missing_approval_step|missing_traceability|insufficient_detail,"The revision removes employee and management participation, objective measures, alignment with organizational goals, transparency, and the appeal or conflict-resolution mechanism.",Needs Revision
REV-HRM402-010,HRM-4.02,HRM402-SEC-3.0,3.8,Policies,Responsibility,modified,"SPMS quality ratings are 5 for no revision with complete documents, 4 for minor revision with one lacking document, 3 for major revision with two to three lacking documents, 2 for overall revision with four to five lacking documents, and 1 for no report with more than five lacking documents. Timeliness ratings range from 5 for submission three days before deadline to 1 for no submission. Efficiency ratings range from 5 for 95 percent and above accomplishment to 1 for 75 percent and below.","SPMS forms shall apply the approved Quality, Timeliness, and Efficiency rating scales. Quality ratings shall reflect accuracy, customer feedback, and document completeness; Timeliness ratings shall reflect submission relative to the deadline; and Efficiency ratings shall reflect the percentage of accomplishment. The applicable rating criteria and evidence shall be recorded in the performance review documentation.",,"The revision preserves the use of quality, timeliness, and efficiency scales while explaining their measurement basis and requiring evidence in performance records.",Appropriate
REV-HRM402-011,HRM-4.02,HRM402-SEC-3.0,3.8,Policies,Responsibility,removed,"SPMS quality ratings are 5 for no revision with complete documents, 4 for minor revision with one lacking document, 3 for major revision with two to three lacking documents, 2 for overall revision with four to five lacking documents, and 1 for no report with more than five lacking documents. Timeliness ratings range from 5 for submission three days before deadline to 1 for no submission. Efficiency ratings range from 5 for 95 percent and above accomplishment to 1 for 75 percent and below.",Supervisors may assign any rating they consider appropriate.,missing_traceability|missing_approval_step|possible_contradiction|insufficient_detail,"The revision removes the approved Quality, Timeliness, and Efficiency rating scales and permits unsupported ratings without defined criteria or evidence.",Needs Revision
REV-HRM402-012,HRM-4.02,HRM402-SEC-3.0,3.9-3.10,Policies,Responsibility,modified,"The average rating of employees within a department should not exceed that of the department head. DPCRs, UPCRs, and IPCRs should include submission of SALN, DTR, liquidation of cash advances, and attendance in flag raising ceremonies.","The department's employee-rating average shall not exceed the rating of the department head. DPCRs, UPCRs, and IPCRs shall include the applicable compliance requirements for SALN submission, Daily Time Records, liquidation of cash advances, and attendance in flag raising ceremonies, with supporting records retained as required.",,The revision preserves the department-rating limitation and stated compliance requirements while clarifying the need for supporting records.,Appropriate
